序號,答案
20240315094009,25.79
20240315095009,25.79
20240315100009,25.54
20240315101009,25.54
20240315102009,25.54
20240315103009,25.54
20240315104009,25.54
20240315105009,25.54
20240315110009,25.24
20240315111009,25.24
20240315112009,25.24
20240315113009,25.24
20240315114009,25.24
20240315115009,25.24
20240315120009,24.91
20240315121009,24.91
20240315122009,24.91
20240315123009,24.91
20240315124009,24.91
20240315125009,24.91
20240315130009,4.47
20240315131009,4.47
20240315132009,4.47
20240315133009,4.47
20240315134009,4.47
20240315135009,4.47
20240315140009,4.41
20240315141009,4.41
20240315142009,4.41
20240315143009,4.41
20240315144009,4.41
20240315145009,4.41
20240315150009,4.37
20240315151009,4.37
20240315152009,4.37
20240315153009,4.37
20240315154009,4.37
20240315155009,4.37
20240315160009,4.33
20240315161009,4.33
20240315162009,4.33
20240315163009,4.33
20240315164009,4.33
20240315165009,4.33
20240317090009,1028.57
20240317091009,1028.57
20240317092009,1028.57
20240317093009,1028.57
20240317094009,1028.57
20240317095009,1028.57
20240317100009,1018.28
20240317101009,1018.28
20240317102009,1018.28
20240317103009,1018.28
20240317104009,1018.28
20240317105009,1018.28
20240317110009,1006.30
20240317111009,1006.30
20240317112009,1006.30
20240317113009,1006.30
20240317114009,1006.30
20240317115009,1006.30
20240317120009,993.44
20240317121009,993.44
20240317122009,993.44
20240317123009,993.44
20240317124009,993.44
20240317125009,993.44
20240317130009,5.42
20240317131009,5.42
20240317132009,5.42
20240317133009,5.42
20240317134009,5.42
20240317135009,5.42
20240317140009,5.35
20240317141009,5.35
20240317142009,5.35
20240317143009,5.35
20240317144009,5.35
20240317145009,5.35
20240317150009,5.30
20240317151009,5.30
20240317152009,5.30
20240317153009,5.30
20240317154009,5.30
20240317155009,5.30
20240317160009,5.25
20240317161009,5.25
20240317162009,5.25
20240317163009,5.25
20240317164009,5.25
20240317165009,5.25
20240321090009,1171.81
20240321091009,1171.81
20240321092009,1171.81
20240321093009,1171.81
20240321094009,1171.81
20240321095009,1171.81
20240321100009,1160.09
20240321101009,1160.09
20240321102009,1160.09
20240321103009,1160.09
20240321104009,1160.09
20240321105009,1160.09
20240321110009,1146.45
20240321111009,1146.45
20240321112009,1146.45
20240321113009,1146.45
20240321114009,1146.45
20240321115009,1146.45
20240321120009,1131.80
20240321121009,1131.80
20240321122009,1131.80
20240321123009,1131.80
20240321124009,1131.80
20240321125009,1131.80
20240321130009,6.66
20240321131009,6.66
20240321132009,6.66
20240321133009,6.66
20240321134009,6.66
20240321135009,6.66
20240321140009,6.58
20240321141009,6.58
20240321142009,6.58
20240321143009,6.58
20240321144009,6.58
20240321145009,6.58
20240321150009,6.51
20240321151009,6.51
20240321152009,6.51
20240321153009,6.51
20240321154009,6.51
20240321155009,6.51
20240321160009,6.46
20240321161009,6.46
20240321162009,6.46
20240321163009,6.46
20240321164009,6.46
20240321165009,6.46
20240322090009,49.77
20240322091009,49.77
20240322092009,49.77
20240322093009,49.77
20240322094009,49.77
20240322095009,49.77
20240322100009,49.27
20240322101009,49.27
20240322102009,49.27
20240322103009,49.27
20240322104009,49.27
20240322105009,49.27
20240322110009,48.69
20240322111009,48.69
20240322112009,48.69
20240322113009,48.69
20240322114009,48.69
20240322115009,48.69
20240322120009,48.07
20240322121009,48.07
20240322122009,48.07
20240322123009,48.07
20240322124009,48.07
20240322125009,48.07
20240322130009,3.19
20240322131009,3.19
20240322132009,3.19
20240322133009,3.19
20240322134009,3.19
20240322135009,3.19
20240322140009,3.15
20240322141009,3.15
20240322142009,3.15
20240322143009,3.15
20240322144009,3.15
20240322145009,3.15
20240322150009,3.12
20240322151009,3.12
20240322152009,3.12
20240322153009,3.12
20240322154009,3.12
20240322155009,3.12
20240322160009,3.09
20240322161009,3.09
20240322162009,3.09
20240322163009,3.09
20240322164009,3.09
20240322165009,3.09
20240331090009,145.72
20240331091009,145.72
20240331092009,145.72
20240331093009,145.72
20240331094009,145.72
20240331095009,145.72
20240331100009,144.26
20240331101009,144.26
20240331102009,144.26
20240331103009,144.26
20240331104009,144.26
20240331105009,144.26
20240331110009,142.56
20240331111009,142.56
20240331112009,142.56
20240331113009,142.56
20240331114009,142.56
20240331115009,142.56
20240331120009,140.74
20240331121009,140.74
20240331122009,140.74
20240331123009,140.74
20240331124009,140.74
20240331125009,140.74
20240331130009,138.92
20240331131009,9.58
20240331132009,9.58
20240331133009,9.58
20240331134009,9.58
20240331135009,9.58
20240331140009,9.46
20240331141009,9.46
20240331142009,9.46
20240331143009,9.46
20240331144009,9.46
20240331145009,9.46
20240331150009,9.36
20240331151009,9.36
20240331152009,9.36
20240331153009,9.36
20240331154009,9.36
20240331155009,9.36
20240331160009,9.28
20240331161009,9.28
20240331162009,9.28
20240331163009,9.28
20240331164009,9.28
20240331165009,9.28
20240421090009,90.66
20240421091009,90.66
20240421092009,90.66
20240421093009,90.66
20240421094009,90.66
20240421095009,90.66
20240421100009,89.75
20240421101009,89.75
20240421102009,89.75
20240421103009,89.75
20240421104009,89.75
20240421105009,89.75
20240421110009,88.70
20240421111009,88.70
20240421112009,88.70
20240421113009,88.70
20240421114009,88.70
20240421115009,88.70
20240421120009,87.57
20240421121009,87.57
20240421122009,87.57
20240421123009,87.57
20240421124009,87.57
20240421125009,87.57
20240421130009,32.83
20240421131009,32.83
20240421132009,32.83
20240421133009,32.83
20240421134009,32.83
20240421135009,32.83
20240421140009,32.43
20240421141009,32.43
20240421142009,32.43
20240421143009,32.43
20240421144009,32.43
20240421145009,32.43
20240421150009,32.08
20240421151009,32.08
20240421152009,32.08
20240421153009,32.08
20240421154009,32.08
20240421155009,32.08
20240421160009,31.82
20240421161009,31.82
20240421162009,31.82
20240421163009,31.82
20240421164009,31.82
20240421165009,31.82
20240508090009,34.46
20240508091009,34.46
20240508092009,34.46
20240508093009,34.46
20240508094009,34.46
20240508095009,34.46
20240508100009,34.11
20240508101009,34.11
20240508102009,34.11
20240508103009,34.11
20240508104009,34.11
20240508105009,34.11
20240508110009,33.71
20240508111009,33.71
20240508112009,33.71
20240508113009,33.71
20240508114009,33.71
20240508115009,33.71
20240508120009,33.28
20240508121009,33.28
20240508122009,33.28
20240508123009,33.28
20240508124009,33.28
20240508125009,33.28
20240508130009,2.40
20240508131009,2.40
20240508132009,2.40
20240508133009,2.40
20240508134009,2.40
20240508135009,2.40
20240508140009,2.37
20240508141009,2.37
20240508142009,2.37
20240508143009,2.37
20240508144009,2.37
20240508145009,2.37
20240508150009,2.35
20240508151009,2.35
20240508152009,2.35
20240508153009,2.35
20240508154009,2.35
20240508155009,2.35
20240508160009,2.33
20240508161009,2.33
20240508162009,2.33
20240508163009,2.33
20240508164009,2.33
20240508165009,2.33
20240515090009,45.65
20240515091009,45.65
20240515092009,45.65
20240515093009,45.65
20240515094009,45.65
20240515095009,45.65
20240515100009,45.19
20240515101009,45.19
20240515102009,45.19
20240515103009,45.19
20240515104009,45.19
20240515105009,45.19
20240515110009,44.66
20240515111009,44.66
20240515112009,44.66
20240515113009,44.66
20240515114009,44.66
20240515115009,44.66
20240515120009,44.09
20240515121009,44.09
20240515122009,44.09
20240515123009,44.09
20240515124009,44.09
20240515125009,44.09
20240515130009,43.52
20240515131009,3.98
20240515132009,3.98
20240515133009,3.98
20240515134009,3.98
20240515135009,3.98
20240515140009,3.93
20240515141009,3.93
20240515142009,3.93
20240515143009,3.93
20240515144009,3.93
20240515145009,3.93
20240515150009,3.89
20240515151009,3.89
20240515152009,3.89
20240515153009,3.89
20240515154009,3.89
20240515155009,3.89
20240515160009,3.86
20240515161009,3.86
20240515162009,3.86
20240515163009,3.86
20240515164009,3.86
20240515165009,3.86
20240530090009,77.63
20240530091009,77.63
20240530092009,77.63
20240530093009,77.63
20240530094009,77.63
20240530095009,77.63
20240530100009,76.85
20240530101009,76.85
20240530102009,76.85
20240530103009,76.85
20240530104009,76.85
20240530105009,76.85
20240530110009,75.95
20240530111009,75.95
20240530112009,75.95
20240530113009,75.95
20240530114009,75.95
20240530115009,75.95
20240530120009,74.98
20240530121009,74.98
20240530122009,74.98
20240530123009,74.98
20240530124009,74.98
20240530125009,74.98
20240530130009,81.80
20240530131009,81.80
20240530132009,81.80
20240530133009,81.80
20240530134009,81.80
20240530135009,81.80
20240530140009,80.80
20240530141009,80.80
20240530142009,80.80
20240530143009,80.80
20240530144009,80.80
20240530145009,80.80
20240530150009,79.94
20240530151009,79.94
20240530152009,79.94
20240530153009,79.94
20240530154009,79.94
20240530155009,79.94
20240530160009,79.28
20240530161009,79.28
20240530162009,79.28
20240530163009,79.28
20240530164009,79.28
20240530165009,79.28
20240622090009,15.14
20240622091009,15.14
20240622092009,15.14
20240622093009,15.14
20240622094009,15.14
20240622095009,15.14
20240622100009,14.99
20240622101009,14.99
20240622102009,14.99
20240622103009,14.99
20240622104009,14.99
20240622105009,14.99
20240622110009,14.81
20240622111009,14.81
20240622112009,14.81
20240622113009,14.81
20240622114009,14.81
20240622115009,14.81
20240622120009,14.62
20240622121009,14.62
20240622122009,14.62
20240622123009,14.62
20240622124009,14.62
20240622125009,14.62
20240622130009,3.37
20240622131009,3.37
20240622132009,3.37
20240622133009,3.37
20240622134009,3.37
20240622135009,3.37
20240622140009,3.33
20240622141009,3.33
20240622142009,3.33
20240622143009,3.33
20240622144009,3.33
20240622145009,3.33
20240622150009,3.29
20240622151009,3.29
20240622152009,3.29
20240622153009,3.29
20240622154009,3.29
20240622155009,3.29
20240622160009,3.26
20240622161009,3.26
20240622162009,3.26
20240622163009,3.26
20240622164009,3.26
20240622165009,3.26
20240708090009,8.74
20240708091009,8.74
20240708092009,8.74
20240708093009,8.74
20240708094009,8.74
20240708095009,8.74
20240708100009,8.65
20240708101009,8.65
20240708102009,8.65
20240708103009,8.65
20240708104009,8.65
20240708105009,8.65
20240708110009,8.55
20240708111009,8.55
20240708112009,8.55
20240708113009,8.55
20240708114009,8.55
20240708115009,8.55
20240708120009,8.44
20240708121009,8.44
20240708122009,8.44
20240708123009,8.44
20240708124009,8.44
20240708125009,8.44
20240708130009,3.35
20240708131009,3.35
20240708132009,3.35
20240708133009,3.35
20240708134009,3.35
20240708135009,3.35
20240708140009,3.31
20240708141009,3.31
20240708142009,3.31
20240708143009,3.31
20240708144009,3.31
20240708145009,3.31
20240708150009,3.27
20240708151009,3.27
20240708152009,3.27
20240708153009,3.27
20240708154009,3.27
20240708155009,3.27
20240708160009,3.25
20240708161009,3.25
20240708162009,3.25
20240708163009,3.25
20240708164009,3.25
20240708165009,3.25
20240713090009,14.44
20240713091009,14.44
20240713092009,14.44
20240713093009,14.44
20240713094009,14.44
20240713095009,14.44
20240713100009,14.30
20240713101009,14.30
20240713102009,14.30
20240713103009,14.30
20240713104009,14.30
20240713105009,14.30
20240713110009,14.13
20240713111009,14.13
20240713112009,14.13
20240713113009,14.13
20240713114009,14.13
20240713115009,14.13
20240713120009,13.95
20240713121009,13.95
20240713122009,13.95
20240713123009,13.95
20240713124009,13.95
20240713125009,13.95
20240713130009,2.96
20240713131009,2.96
20240713132009,2.96
20240713133009,2.96
20240713134009,2.96
20240713135009,2.96
20240713140009,2.92
20240713141009,2.92
20240713142009,2.92
20240713143009,2.92
20240713144009,2.92
20240713145009,2.92
20240713150009,2.89
20240713151009,2.89
20240713152009,2.89
20240713153009,2.89
20240713154009,2.89
20240713155009,2.89
20240713160009,2.87
20240713161009,2.87
20240713162009,2.87
20240713163009,2.87
20240713164009,2.87
20240713165009,2.87
20240314090010,5.12
20240314091010,5.12
20240314092010,5.12
20240314093010,5.12
20240314094010,5.12
20240314095010,5.12
20240314100010,5.06
20240314101010,5.06
20240314102010,5.06
20240314103010,5.06
20240314104010,5.06
20240314105010,5.06
20240314110010,5.00
20240314111010,5.00
20240314112010,5.00
20240314113010,5.00
20240314114010,5.00
20240314115010,5.00
20240314120010,4.94
20240314121010,4.94
20240314122010,4.94
20240314123010,4.94
20240314124010,4.94
20240314125010,4.94
20240314130010,4.88
20240314131010,5.18
20240314132010,5.18
20240314133010,5.18
20240314134010,5.18
20240314135010,5.18
20240314140010,5.12
20240314141010,5.12
20240314142010,5.12
20240314143010,5.12
20240314144010,5.12
20240314145010,5.12
20240314150010,5.07
20240314151010,5.07
20240314152010,5.07
20240314153010,5.07
20240314154010,5.07
20240314155010,5.07
20240314160010,5.02
20240314161010,5.02
20240314162010,5.02
20240314163010,5.02
20240314164010,5.02
20240314165010,5.02
20240315090010,41.14
20240315091010,41.14
20240315092010,41.14
20240315093010,41.14
20240315094010,41.14
20240315095010,41.14
20240315100010,40.73
20240315101010,40.73
20240315102010,40.73
20240315103010,40.73
20240315104010,40.73
20240315105010,40.73
20240315110010,40.25
20240315111010,40.25
20240315112010,40.25
20240315113010,40.25
20240315114010,40.25
20240315115010,40.25
20240315120010,39.74
20240315121010,39.74
20240315122010,39.74
20240315123010,39.74
20240315124010,39.74
20240315125010,39.74
20240315130010,39.22
20240315131010,11.93
20240315132010,11.93
20240315133010,11.93
20240315134010,11.93
20240315135010,11.93
20240315140010,11.78
20240315141010,11.78
20240315142010,11.78
20240315143010,11.78
20240315144010,11.78
20240315145010,11.78
20240315150010,11.65
20240315151010,11.65
20240315152010,11.65
20240315153010,11.65
20240315154010,11.65
20240315155010,11.65
20240315160010,11.56
20240315161010,11.56
20240315162010,11.56
20240315163010,11.56
20240315164010,11.56
20240315165010,11.56
20240321090010,369.52
20240321091010,369.52
20240321092010,369.52
20240321093010,369.52
20240321094010,369.52
20240321095010,369.52
20240321100010,365.83
20240321101010,365.83
20240321102010,365.83
20240321103010,365.83
20240321104010,365.83
20240321105010,365.83
20240321110010,361.52
20240321111010,361.52
20240321112010,361.52
20240321113010,361.52
20240321114010,361.52
20240321115010,361.52
20240321120010,356.91
20240321121010,356.91
20240321122010,356.91
20240321123010,356.91
20240321124010,356.91
20240321125010,356.91
20240321130010,352.29
20240321131010,0.46
20240321132010,0.46
20240321133010,0.46
20240321134010,0.46
20240321135010,0.46
20240321140010,0.45
20240321141010,0.45
20240321142010,0.45
20240321143010,0.45
20240321144010,0.45
20240321145010,0.45
20240321150010,0.45
20240321151010,0.45
20240321152010,0.45
20240321153010,0.45
20240321154010,0.45
20240321155010,0.45
20240321160010,0.45
20240321161010,0.45
20240321162010,0.45
20240321163010,0.45
20240321164010,0.45
20240321165010,0.45
20240403090010,401.30
20240403091010,401.30
20240403092010,401.30
20240403093010,401.30
20240403094010,401.30
20240403095010,401.30
20240403100010,397.29
20240403101010,397.29
20240403102010,397.29
20240403103010,397.29
20240403104010,397.29
20240403105010,397.29
20240403110010,392.61
20240403111010,392.61
20240403112010,392.61
20240403113010,392.61
20240403114010,392.61
20240403115010,392.61
20240403120010,387.60
20240403121010,387.60
20240403122010,387.60
20240403123010,387.60
20240403124010,387.60
20240403125010,387.60
20240403130010,0.00
20240403131010,0.00
20240403132010,0.00
20240403133010,0.00
20240403134010,0.00
20240403135010,0.00
20240403140010,0.00
20240403141010,0.00
20240403142010,0.00
20240403143010,0.00
20240403144010,0.00
20240403145010,0.00
20240403150010,0.00
20240403151010,0.00
20240403152010,0.00
20240403153010,0.00
20240403154010,0.00
20240403155010,0.00
20240403160010,0.00
20240403161010,0.00
20240403162010,0.00
20240403163010,0.00
20240403164010,0.00
20240403165010,0.00
20240405090010,34.51
20240405091010,34.51
20240405092010,34.51
20240405093010,34.51
20240405094010,34.51
20240405095010,34.51
20240405100010,34.16
20240405101010,34.16
20240405102010,34.16
20240405103010,34.16
20240405104010,34.16
20240405105010,34.16
20240405110010,33.76
20240405111010,33.76
20240405112010,33.76
20240405113010,33.76
20240405114010,33.76
20240405115010,33.76
20240405120010,33.33
20240405121010,33.33
20240405122010,33.33
20240405123010,33.33
20240405124010,33.33
20240405125010,33.33
20240405130010,7.94
20240405131010,7.94
20240405132010,7.94
20240405133010,7.94
20240405134010,7.94
20240405135010,7.94
20240405140010,7.84
20240405141010,7.84
20240405142010,7.84
20240405143010,7.84
20240405144010,7.84
20240405145010,7.84
20240405150010,7.76
20240405151010,7.76
20240405152010,7.76
20240405153010,7.76
20240405154010,7.76
20240405155010,7.76
20240405160010,7.69
20240405161010,7.69
20240405162010,7.69
20240405163010,7.69
20240405164010,7.69
20240405165010,7.69
20240411090010,357.62
20240411091010,357.62
20240411092010,357.62
20240411093010,357.62
20240411094010,357.62
20240411095010,357.62
20240411100010,354.04
20240411101010,354.04
20240411102010,354.04
20240411103010,354.04
20240411104010,354.04
20240411105010,354.04
20240411110010,349.87
20240411111010,349.87
20240411112010,349.87
20240411113010,349.87
20240411114010,349.87
20240411115010,349.87
20240411120010,345.40
20240411121010,345.40
20240411122010,345.40
20240411123010,345.40
20240411124010,345.40
20240411125010,345.40
20240411130010,340.93
20240411131010,1.29
20240411132010,1.29
20240411133010,1.29
20240411134010,1.29
20240411135010,1.29
20240411140010,1.28
20240411141010,1.28
20240411142010,1.28
20240411143010,1.28
20240411144010,1.28
20240411145010,1.28
20240411150010,1.26
20240411151010,1.26
20240411152010,1.26
20240411153010,1.26
20240411154010,1.26
20240411155010,1.26
20240411160010,1.25
20240411161010,1.25
20240411162010,1.25
20240411163010,1.25
20240411164010,1.25
20240411165010,1.25
20240428090010,63.07
20240428091010,63.07
20240428092010,63.07
20240428093010,63.07
20240428094010,63.07
20240428095010,63.07
20240428100010,62.44
20240428101010,62.44
20240428102010,62.44
20240428103010,62.44
20240428104010,62.44
20240428105010,62.44
20240428110010,61.71
20240428111010,61.71
20240428112010,61.71
20240428113010,61.71
20240428114010,61.71
20240428115010,61.71
20240428120010,60.92
20240428121010,60.92
20240428122010,60.92
20240428123010,60.92
20240428124010,60.92
20240428125010,60.92
20240428130010,60.13
20240428131010,16.97
20240428132010,16.97
20240428133010,16.97
20240428134010,16.97
20240428135010,16.97
20240428140010,16.76
20240428141010,16.76
20240428142010,16.76
20240428143010,16.76
20240428144010,16.76
20240428145010,16.76
20240428150010,16.58
20240428151010,16.58
20240428152010,16.58
20240428153010,16.58
20240428154010,16.58
20240428155010,16.58
20240428160010,16.45
20240428161010,16.45
20240428162010,16.45
20240428163010,16.45
20240428164010,16.45
20240428165010,16.45
20240502090010,3.01
20240502091010,3.01
20240502092010,3.01
20240502093010,3.01
20240502094010,3.01
20240502095010,3.01
20240502100010,2.98
20240502101010,2.98
20240502102010,2.98
20240502103010,2.98
20240502104010,2.98
20240502105010,2.98
20240502110010,2.94
20240502111010,2.94
20240502112010,2.94
20240502113010,2.94
20240502114010,2.94
20240502115010,2.94
20240502120010,2.91
20240502121010,2.91
20240502122010,2.91
20240502123010,2.91
20240502124010,2.91
20240502125010,2.91
20240502130010,1.92
20240502131010,1.92
20240502132010,1.92
20240502133010,1.92
20240502134010,1.92
20240502135010,1.92
20240502140010,1.90
20240502141010,1.90
20240502142010,1.90
20240502143010,1.90
20240502144010,1.90
20240502145010,1.90
20240502150010,1.88
20240502151010,1.88
20240502152010,1.88
20240502153010,1.88
20240502154010,1.88
20240502155010,1.88
20240502160010,1.86
20240502161010,1.86
20240502162010,1.86
20240502163010,1.86
20240502164010,1.86
20240502165010,1.86
20240529090010,440.25
20240529091010,440.25
20240529092010,440.25
20240529093010,440.25
20240529094010,440.25
20240529095010,440.25
20240529100010,435.85
20240529101010,435.85
20240529102010,435.85
20240529103010,435.85
20240529104010,435.85
20240529105010,435.85
20240529110010,430.72
20240529111010,430.72
20240529112010,430.72
20240529113010,430.72
20240529114010,430.72
20240529115010,430.72
20240529120010,425.22
20240529121010,425.22
20240529122010,425.22
20240529123010,425.22
20240529124010,425.22
20240529125010,425.22
20240529130010,419.72
20240529131010,9.93
20240529132010,9.93
20240529133010,9.93
20240529134010,9.93
20240529135010,9.93
20240529140010,9.81
20240529141010,9.81
20240529142010,9.81
20240529143010,9.81
20240529144010,9.81
20240529145010,9.81
20240529150010,9.70
20240529151010,9.70
20240529152010,9.70
20240529153010,9.70
20240529154010,9.70
20240529155010,9.70
20240529160010,9.62
20240529161010,9.62
20240529162010,9.62
20240529163010,9.62
20240529164010,9.62
20240529165010,9.62
20240608090010,502.27
20240608091010,502.27
20240608092010,502.27
20240608093010,502.27
20240608094010,502.27
20240608095010,502.27
20240608100010,497.25
20240608101010,497.25
20240608102010,497.25
20240608103010,497.25
20240608104010,497.25
20240608105010,497.25
20240608110010,491.40
20240608111010,491.40
20240608112010,491.40
20240608113010,491.40
20240608114010,491.40
20240608115010,491.40
20240608120010,485.12
20240608121010,485.12
20240608122010,485.12
20240608123010,485.12
20240608124010,485.12
20240608125010,485.12
20240608130010,7.70
20240608131010,7.70
20240608132010,7.70
20240608133010,7.70
20240608134010,7.70
20240608135010,7.70
20240608140010,7.61
20240608141010,7.61
20240608142010,7.61
20240608143010,7.61
20240608144010,7.61
20240608145010,7.61
20240608150010,7.53
20240608151010,7.53
20240608152010,7.53
20240608153010,7.53
20240608154010,7.53
20240608155010,7.53
20240608160010,7.47
20240608161010,7.47
20240608162010,7.47
20240608163010,7.47
20240608164010,7.47
20240608165010,7.47
20240622090010,368.23
20240622091010,368.23
20240622092010,368.23
20240622093010,368.23
20240622094010,368.23
20240622095010,368.23
20240622100010,364.54
20240622101010,364.54
20240622102010,364.54
20240622103010,364.54
20240622104010,364.54
20240622105010,364.54
20240622110010,360.25
20240622111010,360.25
20240622112010,360.25
20240622113010,360.25
20240622114010,360.25
20240622115010,360.25
20240622120010,355.65
20240622121010,355.65
20240622122010,355.65
20240622123010,355.65
20240622124010,355.65
20240622125010,355.65
20240622130010,0.00
20240622131010,0.00
20240622132010,0.00
20240622133010,0.00
20240622134010,0.00
20240622135010,0.00
20240622140010,0.00
20240622141010,0.00
20240622142010,0.00
20240622143010,0.00
20240622144010,0.00
20240622145010,0.00
20240622150010,0.00
20240622151010,0.00
20240622152010,0.00
20240622153010,0.00
20240622154010,0.00
20240622155010,0.00
20240622160010,0.00
20240622161010,0.00
20240622162010,0.00
20240622163010,0.00
20240622164010,0.00
20240622165010,0.00
20240701090010,364.32
20240701091010,364.32
20240701092010,364.32
20240701093010,364.32
20240701094010,364.32
20240701095010,364.32
20240701100010,360.67
20240701101010,360.67
20240701102010,360.67
20240701103010,360.67
20240701104010,360.67
20240701105010,360.67
20240701110010,356.43
20240701111010,356.43
20240701112010,356.43
20240701113010,356.43
20240701114010,356.43
20240701115010,356.43
20240701120010,351.88
20240701121010,351.88
20240701122010,351.88
20240701123010,351.88
20240701124010,351.88
20240701125010,351.88
20240701130010,3.53
20240701131010,3.53
20240701132010,3.53
20240701133010,3.53
20240701134010,3.53
20240701135010,3.53
20240701140010,3.48
20240701141010,3.48
20240701142010,3.48
20240701143010,3.48
20240701144010,3.48
20240701145010,3.48
20240701150010,3.45
20240701151010,3.45
20240701152010,3.45
20240701153010,3.45
20240701154010,3.45
20240701155010,3.45
20240701160010,3.42
20240701161010,3.42
20240701162010,3.42
20240701163010,3.42
20240701164010,3.42
20240701165010,3.42
20240301090011,1.41
20240301091011,1.41
20240301092011,1.41
20240301093011,1.41
20240301094011,1.41
20240301095011,1.41
20240301100011,1.40
20240301101011,1.40
20240301102011,1.40
20240301103011,1.40
20240301104011,1.40
20240301105011,1.40
20240301110011,1.38
20240301111011,1.38
20240301112011,1.38
20240301113011,1.38
20240301114011,1.38
20240301115011,1.38
20240301120011,1.36
20240301121011,1.36
20240301122011,1.36
20240301123011,1.36
20240301124011,1.36
20240301125011,1.36
20240301130011,1.35
20240301131011,1.34
20240301132011,1.34
20240301133011,1.34
20240301134011,1.34
20240301135011,1.34
20240301140011,1.33
20240301141011,1.33
20240301142011,1.33
20240301143011,1.33
20240301144011,1.33
20240301145011,1.33
20240301150011,1.31
20240301151011,1.31
20240301152011,1.31
20240301153011,1.31
20240301154011,1.31
20240301155011,1.31
20240301160011,1.30
20240301161011,1.30
20240301162011,1.30
20240301163011,1.30
20240301164011,1.30
20240301165011,1.30
20240302090011,610.99
20240302091011,610.99
20240302092011,610.99
20240302093011,610.99
20240302094011,610.99
20240302095011,610.99
20240302100011,604.88
20240302101011,604.88
20240302102011,604.88
20240302103011,604.88
20240302104011,604.88
20240302105011,604.88
20240302110011,597.76
20240302111011,597.76
20240302112011,597.76
20240302113011,597.76
20240302114011,597.76
20240302115011,597.76
20240302120011,590.12
20240302121011,590.12
20240302122011,590.12
20240302123011,590.12
20240302124011,590.12
20240302125011,590.12
20240302130011,25.12
20240302131011,25.12
20240302132011,25.12
20240302133011,25.12
20240302134011,25.12
20240302135011,25.12
20240302140011,24.81
20240302141011,24.81
20240302142011,24.81
20240302143011,24.81
20240302144011,24.81
20240302145011,24.81
20240302150011,24.55
20240302151011,24.55
20240302152011,24.55
20240302153011,24.55
20240302154011,24.55
20240302155011,24.55
20240302160011,24.35
20240302161011,24.35
20240302162011,24.35
20240302163011,24.35
20240302164011,24.35
20240302165011,24.35
20240305090011,1425.36
20240305091011,1425.36
20240305092011,1425.36
20240305093011,1425.36
20240305094011,1425.36
20240305095011,1425.36
20240305100011,1411.10
20240305101011,1411.10
20240305102011,1411.10
20240305103011,1411.10
20240305104011,1411.10
20240305105011,1411.10
20240305110011,1394.50
20240305111011,1394.50
20240305112011,1394.50
20240305113011,1394.50
20240305114011,1394.50
20240305115011,1394.50
20240305120011,1376.69
20240305121011,1376.69
20240305122011,1376.69
20240305123011,1376.69
20240305124011,1376.69
20240305125011,1376.69
20240305130011,1358.87
20240305131011,0.22
20240305132011,0.22
20240305133011,0.22
20240305134011,0.22
20240305135011,0.22
20240305140011,0.21
20240305141011,0.21
20240305142011,0.21
20240305143011,0.21
20240305144011,0.21
20240305145011,0.21
20240305150011,0.21
20240305151011,0.21
20240305152011,0.21
20240305153011,0.21
20240305154011,0.21
20240305155011,0.21
20240305160011,0.21
20240305161011,0.21
20240305162011,0.21
20240305163011,0.21
20240305164011,0.21
20240305165011,0.21
20240313090011,419.19
20240313091011,419.19
20240313092011,419.19
20240313093011,419.19
20240313094011,419.19
20240313095011,419.19
20240313100011,414.99
20240313101011,414.99
20240313102011,414.99
20240313103011,414.99
20240313104011,414.99
20240313105011,414.99
20240313110011,410.11
20240313111011,410.11
20240313112011,410.11
20240313113011,410.11
20240313114011,410.11
20240313115011,410.11
20240313120011,404.87
20240313121011,404.87
20240313122011,404.87
20240313123011,404.87
20240313124011,404.87
20240313125011,404.87
20240313130011,1.42
20240313131011,1.42
20240313132011,1.42
20240313133011,1.42
20240313134011,1.42
20240313135011,1.42
20240313140011,1.41
20240313141011,1.41
20240313142011,1.41
20240313143011,1.41
20240313144011,1.41
20240313145011,1.41
20240313150011,1.39
20240313151011,1.39
20240313152011,1.39
20240313153011,1.39
20240313154011,1.39
20240313155011,1.39
20240313160011,1.38
20240313161011,1.38
20240313162011,1.38
20240313163011,1.38
20240313164011,1.38
20240313165011,1.38
20240323090011,1282.90
20240323091011,1282.90
20240323092011,1282.90
20240323093011,1282.90
20240323094011,1282.90
20240323095011,1282.90
20240323100011,1270.06
20240323101011,1270.06
20240323102011,1270.06
20240323103011,1270.06
20240323104011,1270.06
20240323105011,1270.06
20240323110011,1255.12
20240323111011,1255.12
20240323112011,1255.12
20240323113011,1255.12
20240323114011,1255.12
20240323115011,1255.12
20240323120011,1239.09
20240323121011,1239.09
20240323122011,1239.09
20240323123011,1239.09
20240323124011,1239.09
20240323125011,1239.09
20240323130011,0.00
20240323131011,0.00
20240323132011,0.00
20240323133011,0.00
20240323134011,0.00
20240323135011,0.00
20240323140011,0.00
20240323141011,0.00
20240323142011,0.00
20240323143011,0.00
20240323144011,0.00
20240323145011,0.00
20240323150011,0.00
20240323151011,0.00
20240323152011,0.00
20240323153011,0.00
20240323154011,0.00
20240323155011,0.00
20240323160011,0.00
20240323161011,0.00
20240323162011,0.00
20240323163011,0.00
20240323164011,0.00
20240323165011,0.00
20240324090011,1578.19
20240324091011,1578.19
